"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-11","0.05",,"44","49","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-12","0.13",,"46","51","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-13","0.07",,"51","56","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-14","0.27",,"47","53","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-15","0.17",,"46","53","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-16","0.01",,"45","47","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-17","0.00",,"40","45","31"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-18","0.00",,"45","49","33"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-19","0.00",,"42","49","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-20","0.18",,"39","47","29"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-21","0.01",,"42","45","28"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-22","0.01",,"42","51","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-23","0.25",,"47","54","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-24","0.09",,"45","55","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-25","0.09",,"51","57","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-26","0.00",,"40","44","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-27","0.00",,"41","47","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-28","0.00",,"40","48","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-29","0.00",,"42","53","30"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-30","0.00",,"51","54","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-12-31","0.27",,"49","51","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-01","0.01",,"39","43","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-02","0.00",,"35","39","29"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-03","0.00",,"37","42","29"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-04","0.00",,"39","44","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-05","0.03",,"41","50","29"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-06","0.13",,"50","54","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-07","0.01",,"49","52","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-08","0.07",,"49","53","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-09","0.01",,"44","46","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-10","0.00",,"46","53","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-11","0.04",,"44","46","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-12","0.02",,"36","38","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-13","0.00",,"34","38","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-14","0.00",,"38","48","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-15","0.01",,"47","51","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-16","0.01",,"48","51","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-17","0.00",,"48","51","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-18","0.00",,"47","50","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-19","0.00",,"45","47","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-20","0.00",,"43","49","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-21","0.00",,"33","41","26"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-22","0.00",,"34","42","28"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-23","0.00",,"42","52","31"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-24","0.00",,"49","54","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-25","0.00",,"48","53","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-26","0.00",,"42","44","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-27","0.05",,"43","49","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-28","0.02",,"39","45","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-29","0.08",,"39","47","30"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-30","0.41",,"47","54","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-01-31","0.00",,"48","51","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-01","0.01",,"44","53","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-02","0.12",,"50","54","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-03","0.26",,"42","46","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-04","0.00",,"38","46","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-05","0.01",,"35","45","27"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-06","0.14",,"41","48","27"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-07","0.00",,"40","47","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-08","0.00",,"38","49","30"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-09","0.00",,"40","42","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-10","0.00",,"37","40","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-11","0.44",,"36","42","31"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-12","0.21",,"39","44","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-13","0.00",,"44","48","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-14","0.00",,"43","49","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-15","0.00",,"48","56","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-16","0.01",,"46","50","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-17","0.00",,"49","57","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-18","0.00",,"51","55","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-19","0.00",,"50","54","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-20","0.00",,"52","56","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-21","0.15",,"51","56","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-22","0.58",,"48","52","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-23","0.03",,"43","47","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-24","0.11",,"41","50","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-25","0.00",,"49","57","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-26","0.13",,"46","55","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-27","0.05",,"38","47","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-02-28","0.19",,"39","48","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-01","0.20",,"41","49","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-02","0.20",,"42","46","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-03","0.25",,"44","48","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-04","0.25",,"43","47","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-05","0.04",,"41","45","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-06","0.10",,"39","45","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-07","0.07",,"42","54","33"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-08","0.00",,"49","57","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-09","0.00",,"48","55","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-10","0.07",,"50","57","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-11","0.04",,"50","55","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-12","0.06",,"46","56","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-13","0.01",,"51","60","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-14","0.00",,"53","59","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-15","0.00",,"52","63","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-16","0.01",,"48","55","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-17","0.09",,"45","53","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-18","0.05",,"53","55","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-19","0.08",,"52","60","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-20","0.06",,"46","53","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-21","0.60",,"39","48","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-22","0.69",,"39","47","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-23","0.00",,"44","49","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-24","0.00",,"43","51","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-25","0.00",,"42","55","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-26","0.00",,"45","55","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-27","0.00",,"46","57","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-28","0.04",,"47","58","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-29","0.00",,"54","62","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-30","0.06",,"54","59","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-03-31","0.00",,"53","60","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-01","0.14",,"47","56","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-02","0.00",,"46","59","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-03","0.01",,"49","56","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-04","0.00",,"48","54","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-05","0.00",,"48","53","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-06","0.00",,"47","51","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-07","0.00",,"47","56","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-08","0.00",,"46","66","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-09","0.04",,"47","58","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-10","0.00",,"45","56","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-11","0.00",,"46","55","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-12","0.02",,"49","59","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-13","0.00",,"47","54","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-14","0.03",,"49","57","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-15","0.00",,"45","57","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-16","0.02",,"49","59","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-17","0.00",,"46","53","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-18","0.01",,"44","54","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-19","0.05",,"51","58","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-20","0.00",,"52","58","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-21","0.00",,"51","56","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-22","0.00",,"49","56","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-23","0.00",,"48","57","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-24","0.00",,"45","54","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-25","0.00",,"41","52","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-26","0.00",,"40","51","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-27","0.00",,"45","54","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-28","0.00",,"47","53","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-29","0.02",,"49","55","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-04-30","0.10",,"50","54","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-01","0.00",,"51","60","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-02","0.00",,"47","58","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-03","0.00",,"51","60","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-04","0.00",,"52","60","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-05","0.00",,"51","58","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-06","0.00",,"50","58","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-07","0.00",,"54","66","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-08","0.00",,"48","56","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-09","0.00",,"46","55","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-10","0.00",,"47","61","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-11","0.04",,"50","63","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-12","0.30",,"53","59","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-13","0.01",,"53","62","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-14","0.12",,"53","63","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-15","0.02",,"59","68","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-16","0.00",,"59","68","58"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-17","0.06",,"53","65","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-18","0.02",,"49","60","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-19","0.03",,"51","63","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-20","0.19",,"51","60","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-21","0.00",,"55","62","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-22","0.00",,"58","69","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-23","0.00",,"59","72","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-24","0.00",,"61","70","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-25","0.00",,"61","76","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-26","0.11",,"65","77","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-27","0.86",,"57","60","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-28","0.09",,"54","62","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-29","0.00",,"56","65","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-30","0.02",,"59","67","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-05-31","0.00",,"56","67","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-01","0.07",,"57","64","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-02","0.00",,"57","67","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-03","0.18",,"54","64","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-04","0.24",,"53","64","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-05","0.36",,"53","60","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-06","0.00",,"53","64","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-07","0.53",,"53","62","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-08","0.24",,"57","68","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-09","0.50",,"57","66","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-10","0.00",,"60","69","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-11","0.14",,"58","65","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-12","0.00",,"57","64","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-13","0.00",,"60","70","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-14","0.00",,"59","70","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-15","0.02",,"58","65","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-16","0.00",,"61","71","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-17","0.00",,"68","80","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-18","0.00",,"63","76","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-19","0.00",,"63","77","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-20","0.06",,"59","69","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-21","0.01",,"67","83","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-22","0.02",,"60","68","58"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-23","0.01",,"60","66","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-24","0.06",,"59","70","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-25","0.00",,"56","65","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-26","0.86",,"52","63","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-27","0.00",,"60","74","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-28","0.26",,"55","58","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-29","0.22",,"52","56","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-06-30","0.00",,"52","59","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-01","0.01",,"54","65","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-02","0.03",,"57","69","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-03","0.02",,"58","65","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-04","0.00",,"62","71","58"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-05","0.00",,"59","67","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-06","0.00",,"62","73","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-07","0.00",,"60","67","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-08","0.00",,"58","71","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-09","0.05",,"61","70","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-10","0.20",,"57","63","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-11","0.02",,"55","59","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-12","0.00",,"56","67","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-13","0.00",,"60","71","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-14","0.01",,"59","70","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-15","0.06",,"66","77","59"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-16","0.00",,"61","70","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-17","0.00",,"61","76","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-18","0.00",,"62","74","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-19","0.38",,"60","68","63"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-20","0.31",,"54","64","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-21","0.00",,"57","64","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-22","0.00",,"58","66","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-23","0.00",,"61","71","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-24","0.00",,"63","75","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-25","0.23",,"60","68","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-26","0.05",,"60","68","60"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-27","0.06",,"57","66","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-28","0.00",,"59","69","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-29","0.00",,"59","68","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-30","0.19",,"57","66","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-07-31","0.46",,"57","69","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-01","0.07",,"58","69","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-02","0.01",,"60","71","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-03","0.04",,"61","70","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-04","0.00",,"57","67","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-05","0.28",,"55","65","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-06","0.11",,"55","63","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-07","0.05",,"58","67","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-08","0.00",,"56","64","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-09","0.00",,"58","70","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-10","0.02",,"56","66","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-11","0.01",,"61","71","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-12","0.00",,"58","66","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-13","0.26",,"56","65","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-14","1.30",,"59","69","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-15","0.01",,"56","69","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-16","0.02",,"61","69","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-17","0.22",,"60","70","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-18","0.03",,"55","62","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-19","0.00",,"56","65","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-20","0.22",,"55","61","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-21","0.16",,"61","68","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-22","0.02",,"62","68","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-23","0.00",,"61","69","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-24","0.01",,"59","66","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-25","0.00",,"60","66","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-26","0.00",,"59","69","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-27","0.00",,"63","73","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-28","0.11",,"62","70","59"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-29","0.00",,"55","60","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-30","0.09",,"56","65","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-08-31","0.12",,"53","62","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-01","0.00",,"53","66","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-02","0.98",,"56","66","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-03","0.00",,"60","68","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-04","0.19",,"62","67","58"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-05","0.00",,"57","65","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-06","0.00",,"57","64","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-07","0.06",,"58","63","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-08","0.15",,"55","65","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-09","0.00",,"55","64","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-10","0.30",,"54","63","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-11","0.11",,"55","63","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-12","0.28",,"52","59","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-13","0.06",,"50","60","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-14","0.04",,"51","62","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-15","0.01",,"52","60","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-16","0.19",,"48","54","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-17","0.00",,"50","62","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-18","0.00",,"49","63","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-19","0.00",,"55","67","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-20","0.57",,"58","65","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-21","0.05",,"53","62","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-22","0.00",,"56","67","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-23","0.00",,"55","64","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-24","0.00",,"58","67","58"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-25","0.00",,"53","66","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-26","0.11",,"53","65","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-27","0.26",,"56","58","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-28","0.04",,"56","64","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-29","0.04",,"55","61","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-09-30","0.07",,"51","61","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-10-01","0.02",,"56","65","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-10-02","0.03",,"53","60","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-10-03","0.00",,"50","58","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-10-04","0.21",,"53","59","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-10-05","0.00",,"52","61","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-10-06","0.02",,"49","57","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-10-07","0.00",,"54","58","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-10-08","0.00",,"54","58","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2017-10-09","0.05",,"54","61","47"
